label,status,hit,latency_ms,expected_id,source,top5_ids,top5_names,used_payload_json
광주 남구 효천3로 103 42 130000000만원,200,1,67.5,1440,hit,[1440],['택이네 조개전골'],"{""totalAmount"": 130000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [42], ""address"": {""sidoName"": ""광주"", ""gunName"": ""남구"", ""dongName"": ""효천3로""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""PARKING""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 4}"
부산 수영구 민락동 175-22 30 95000000만원,200,1,60.6,2556,hit,"[2556, 2463, 2458]","['쿠시코', '랍스터바 부산밀락더마켓점 ', '랍스터바 부산밀락더마켓']","{""totalAmount"": 95000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [30], ""address"": {""sidoName"": ""부산"", ""gunName"": ""수영구"", ""dongName"": ""민락동""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 서대문구 홍은동 409-25 41 35000000만원,200,1,59.7,2160,hit,"[2160, 594, 593, 292]","['피자나라치킨공주', '마왕족발', '마왕족발', '마왕족발']","{""totalAmount"": 35000000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [41], ""address"": {""sidoName"": ""서울"", ""gunName"": ""서대문구"", ""dongName"": ""홍은동""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
광주 광산구 월계로 169 30 100000000만원,200,1,75.1,2669,hit,"[2607, 2669, 2650, 2643, 2642]","['블링바', '하루엔소쿠 첨단점 ', '하루엔소쿠', '하루엔소쿠 첨단점 ', '하루엔소쿠 첨단점 ']","{""totalAmount"": 100000000, ""monthlyAvgSales"": ""RANGE_50M_100M"", ""mainCategoryId"": [], ""subCategoryId"": [30], ""address"": {""sidoName"": ""광주"", ""gunName"": ""광산구"", ""dongName"": ""월계로""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""EMPLOYEE_TAKEOVER"", ""SPECIAL_COMMERCIAL"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
경남 합천군 42 223760000만원,200,1,73.9,987,hit,[987],['누들보쌈배달만족'],"{""totalAmount"": 223760000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [42], ""address"": {""sidoName"": ""경남"", ""gunName"": ""합천군"", ""dongName"": """"}, ""exclusiveArea"": ""OVER_30"", ""option"": [""OPERATION_PERIOD"", ""PARKING""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 4}"
부산 수영구 민락수변로17번길 56 15 120000000만원,200,1,57.7,2463,hit,"[2556, 2463, 2458]","['쿠시코', '랍스터바 부산밀락더마켓점 ', '랍스터바 부산밀락더마켓']","{""totalAmount"": 120000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [15], ""address"": {""sidoName"": ""부산"", ""gunName"": ""수영구"", ""dongName"": ""민락수변로17번길""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""EMPLOYEE_TAKEOVER"", ""SPECIAL_COMMERCIAL"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
인천 남동구 논현로46번길 51 35 110000000만원,200,1,55.9,2705,hit,"[2763, 2747, 2705]","['즣호맥', '즣호맥', '호맥']","{""totalAmount"": 110000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [35], ""address"": {""sidoName"": ""인천"", ""gunName"": ""남동구"", ""dongName"": ""논현로46번길""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""EMPLOYEE_TAKEOVER""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 4}"
경기 고양시 일산동구 강송로 33 15 230000000만원,200,1,65.6,1900,hit,[1900],['순남시래기'],"{""totalAmount"": 230000000, ""monthlyAvgSales"": ""RANGE_50M_100M"", ""mainCategoryId"": [], ""subCategoryId"": [15], ""address"": {""sidoName"": ""경기"", ""gunName"": ""고양시"", ""dongName"": ""일산동구""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""SPECIAL_COMMERCIAL"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
인천 부평구 백운로 49 63 25000000만원,200,1,74.3,2998,hit,"[1936, 734, 2967, 2998, 1711]","['강철카페 ', '노벨스터디카페 삼산점', '쟁반노래연습장', 'CROKIA', '강철카페']","{""totalAmount"": 25000000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""address"": {""sidoName"": ""인천"", ""gunName"": ""부평구"", ""dongName"": ""백운로""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""AUTO_OPERATE"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
경기 광명시 철산로 36 27 200000000만원,200,1,60.8,632,hit,[632],['웰킨두피탈모센터'],"{""totalAmount"": 200000000, ""monthlyAvgSales"": ""RANGE_30M_50M"", ""mainCategoryId"": [], ""subCategoryId"": [27], ""address"": {""sidoName"": ""경기"", ""gunName"": ""광명시"", ""dongName"": ""철산로""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""OPERATION_PERIOD"", ""PARKING""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 4}"
부산 부산진구 동성로39번길 11 30 58000000만원,200,1,66.2,1634,hit,[1634],['고니즈카츠'],"{""totalAmount"": 58000000, ""monthlyAvgSales"": ""RANGE_50M_100M"", ""mainCategoryId"": [], ""subCategoryId"": [30], ""address"": {""sidoName"": ""부산"", ""gunName"": ""부산진구"", ""dongName"": ""동성로39번길""}, ""exclusiveArea"": ""OVER_20"", ""option"": [""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
서울 종로구 경교장길 35 37 800000만원,200,0,54.7,3124,nonhit,[3122],['비비큐'],"{""totalAmount"": 800000, ""monthlyAvgSales"": ""RANGE_0_10M"", ""mainCategoryId"": [], ""subCategoryId"": [37], ""address"": {""sidoName"": ""서울"", ""gunName"": ""종로구"", ""dongName"": ""경교장길""}, ""exclusiveArea"": ""OVER_20"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
부산 금정구 남산동 481-3 15 22000000만원,200,1,77.8,669,hit,"[1092, 1858, 669, 658]","['카페능선', '홍도야 남산점', '샐러청', '샐러청']","{""totalAmount"": 22000000, ""monthlyAvgSales"": ""RANGE_10M_20M"", ""mainCategoryId"": [], ""subCategoryId"": [15], ""address"": {""sidoName"": ""부산"", ""gunName"": ""금정구"", ""dongName"": ""남산동""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
충남 당진시 남산공원길 71-7 35 103000000만원,200,1,63.2,849,hit,[849],['산정맥가'],"{""totalAmount"": 103000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [35], ""address"": {""sidoName"": ""충남"", ""gunName"": ""당진시"", ""dongName"": ""남산공원길""}, ""exclusiveArea"": ""OVER_40"", ""option"": [""PARKING""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 2}"
광주 북구 용봉동 1224-6 15 25000000만원,200,1,303.8,2501,hit,"[2501, 1729, 1709]","['파스타집이야', '파스타집이야', '파스타집이야']","{""totalAmount"": 25000000, ""monthlyAvgSales"": ""RANGE_20M_30M"", ""mainCategoryId"": [], ""subCategoryId"": [15], ""address"": {""sidoName"": ""광주"", ""gunName"": ""북구"", ""dongName"": ""용봉동""}, ""exclusiveArea"": ""ANY"", ""option"": [""OPERATION_PERIOD"", ""PARKING"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 1, ""salesTimeType"": 0}"
경기 화성시 반송동 220-1 6 80000000만원,200,1,54.3,314,hit,[314],['장독대'],"{""totalAmount"": 80000000, ""monthlyAvgSales"": ""OVER_100M"", ""mainCategoryId"": [], ""subCategoryId"": [6], ""address"": {""sidoName"": ""경기"", ""gunName"": ""화성시"", ""dongName"": ""반송동""}, ""exclusiveArea"": ""OVER_10"", ""option"": [""OPERATION_PERIOD"", ""SALE_TIME_TYPE""], ""includeSelf"": true, ""excludeSelf"": false, ""topK"": 50, ""isFranchise"": 0, ""salesTimeType"": 0}"
